"","date","Site","Pollutant","Daily_mean"
"1905",2016-03-15,"Al Hamriyah","PM2.5",38.3875
"1906",2016-03-16,"Al Hamriyah","PM2.5",26.6375
"1907",2016-03-17,"Al Hamriyah","PM2.5",50.5416666666667
"1908",2016-03-18,"Al Hamriyah","PM2.5",41.0791666666667
"1909",2016-03-19,"Al Hamriyah","PM2.5",23.5458333333333
"1910",2016-03-20,"Al Hamriyah","PM2.5",25.3
"1911",2016-03-21,"Al Hamriyah","PM2.5",37.8708333333333
"1912",2016-03-22,"Al Hamriyah","PM2.5",31.6916666666667
"1913",2016-03-23,"Al Hamriyah","PM2.5",21.8958333333333
"1914",2016-03-24,"Al Hamriyah","PM2.5",23.6333333333333
"1915",2016-03-25,"Al Hamriyah","PM2.5",31.3458333333333
"1916",2016-03-26,"Al Hamriyah","PM2.5",43.4166666666667
"1917",2016-03-27,"Al Hamriyah","PM2.5",58.6625
"1918",2016-03-28,"Al Hamriyah","PM2.5",48.8208333333333
"1919",2016-03-29,"Al Hamriyah","PM2.5",51.1695652173913
"1920",2016-03-30,"Al Hamriyah","PM2.5",72.9083333333333
"1921",2016-03-31,"Al Hamriyah","PM2.5",64.6458333333333
"1922",2016-04-01,"Al Hamriyah","PM2.5",26.3208333333333
"1923",2016-04-02,"Al Hamriyah","PM2.5",15.0458333333333
"1924",2016-04-03,"Al Hamriyah","PM2.5",14.0083333333333
"1925",2016-04-04,"Al Hamriyah","PM2.5",21.4333333333333
"1926",2016-04-05,"Al Hamriyah","PM2.5",35.05
"1927",2016-04-06,"Al Hamriyah","PM2.5",25.3260869565217
"1928",2016-04-07,"Al Hamriyah","PM2.5",38.3083333333333
"1929",2016-04-08,"Al Hamriyah","PM2.5",36.9041666666667
"1930",2016-04-09,"Al Hamriyah","PM2.5",49.6083333333333
"1931",2016-04-10,"Al Hamriyah","PM2.5",48.5625
"1932",2016-04-11,"Al Hamriyah","PM2.5",56.1111111111111
"1933",2016-04-12,"Al Hamriyah","PM2.5",67.4458333333333
"1934",2016-04-13,"Al Hamriyah","PM2.5",72.9791666666667
"1935",2016-04-14,"Al Hamriyah","PM2.5",54.5888888888889
"1936",2016-04-15,"Al Hamriyah","PM2.5",34.1958333333333
"1937",2016-04-16,"Al Hamriyah","PM2.5",13.1375
"1938",2016-04-17,"Al Hamriyah","PM2.5",19.5125
"1939",2016-04-18,"Al Hamriyah","PM2.5",23.4291666666667
"1940",2016-04-19,"Al Hamriyah","PM2.5",32.5541666666667
"1941",2016-04-20,"Al Hamriyah","PM2.5",35.9416666666667
"1942",2016-04-21,"Al Hamriyah","PM2.5",26.9333333333333
"1943",2016-04-22,"Al Hamriyah","PM2.5",28.0291666666667
"1944",2016-04-23,"Al Hamriyah","PM2.5",41.4625
"1945",2016-04-24,"Al Hamriyah","PM2.5",46.6791666666667
"1946",2016-04-25,"Al Hamriyah","PM2.5",49.3391304347826
"1947",2016-04-26,"Al Hamriyah","PM2.5",64.9041666666667
"1948",2016-04-27,"Al Hamriyah","PM2.5",46.2777777777778
"1949",2016-04-28,"Al Hamriyah","PM2.5",59.5791666666667
"1950",2016-04-29,"Al Hamriyah","PM2.5",54.5125
"1951",2016-04-30,"Al Hamriyah","PM2.5",42.8666666666667
"1952",2016-05-01,"Al Hamriyah","PM2.5",34.3304347826087
"1953",2016-05-02,"Al Hamriyah","PM2.5",32.7125
"1954",2016-05-03,"Al Hamriyah","PM2.5",29.0125
"1955",2016-05-04,"Al Hamriyah","PM2.5",58.55
"1956",2016-05-05,"Al Hamriyah","PM2.5",60.1916666666667
"1957",2016-05-06,"Al Hamriyah","PM2.5",53.175
"1958",2016-05-07,"Al Hamriyah","PM2.5",65.5125
"1959",2016-05-08,"Al Hamriyah","PM2.5",73.9833333333333
"1960",2016-05-09,"Al Hamriyah","PM2.5",83.3375
"1961",2016-05-10,"Al Hamriyah","PM2.5",84.5583333333333
"1962",2016-05-11,"Al Hamriyah","PM2.5",79.3333333333333
"1963",2016-05-12,"Al Hamriyah","PM2.5",45.45
"1964",2016-05-13,"Al Hamriyah","PM2.5",39.075
"1965",2016-05-14,"Al Hamriyah","PM2.5",72.4625
"1966",2016-05-15,"Al Hamriyah","PM2.5",28.5111111111111
"1967",2016-05-16,"Al Hamriyah","PM2.5",NA
"1968",2016-05-17,"Al Hamriyah","PM2.5",NA
"1969",2016-05-18,"Al Hamriyah","PM2.5",NA
"1970",2016-05-19,"Al Hamriyah","PM2.5",NA
"1971",2016-05-20,"Al Hamriyah","PM2.5",NA
"1972",2016-05-21,"Al Hamriyah","PM2.5",NA
"1973",2016-05-22,"Al Hamriyah","PM2.5",NA
"1974",2016-05-23,"Al Hamriyah","PM2.5",NA
"1975",2016-05-24,"Al Hamriyah","PM2.5",44.3454545454545
"1976",2016-05-25,"Al Hamriyah","PM2.5",24.5142857142857
"1977",2016-05-26,"Al Hamriyah","PM2.5",17.6833333333333
"1978",2016-05-27,"Al Hamriyah","PM2.5",20.6791666666667
"1979",2016-05-28,"Al Hamriyah","PM2.5",14.5791666666667
"1980",2016-05-29,"Al Hamriyah","PM2.5",24
"1981",2016-05-30,"Al Hamriyah","PM2.5",49.7583333333333
"1982",2016-05-31,"Al Hamriyah","PM2.5",38.2291666666667
"1983",2016-06-01,"Al Hamriyah","PM2.5",40.0541666666667
"1984",2016-06-02,"Al Hamriyah","PM2.5",91.5224358974359
"1985",2016-06-03,"Al Hamriyah","PM2.5",69.2078754578755
"1986",2016-06-04,"Al Hamriyah","PM2.5",67.9333333333333
"1987",2016-06-05,"Al Hamriyah","PM2.5",40.0263157894737
"1988",2016-06-06,"Al Hamriyah","PM2.5",25.5208333333333
"1989",2016-06-07,"Al Hamriyah","PM2.5",30.4375
"1990",2016-06-08,"Al Hamriyah","PM2.5",53.15
"1991",2016-06-09,"Al Hamriyah","PM2.5",49.7291666666667
"1992",2016-06-10,"Al Hamriyah","PM2.5",18.825
"1993",2016-06-11,"Al Hamriyah","PM2.5",14.6666666666667
"1994",2016-06-12,"Al Hamriyah","PM2.5",51.8041666666667
"1995",2016-06-13,"Al Hamriyah","PM2.5",40.1625
"1996",2016-06-14,"Al Hamriyah","PM2.5",38.8125
"1997",2016-06-15,"Al Hamriyah","PM2.5",41.2916666666667
"1998",2016-06-16,"Al Hamriyah","PM2.5",26.6166666666667
"1999",2016-06-17,"Al Hamriyah","PM2.5",26.7125
"2000",2016-06-18,"Al Hamriyah","PM2.5",25.9916666666667
"2001",2016-06-19,"Al Hamriyah","PM2.5",24.775
"2002",2016-06-20,"Al Hamriyah","PM2.5",24.8666666666667
"2003",2016-06-21,"Al Hamriyah","PM2.5",31.6772727272727
"2004",2016-06-22,"Al Hamriyah","PM2.5",27.8666666666667
"2005",2016-06-23,"Al Hamriyah","PM2.5",33.1125
"2006",2016-06-24,"Al Hamriyah","PM2.5",29.8208333333333
"2007",2016-06-25,"Al Hamriyah","PM2.5",27.7666666666667
"2008",2016-06-26,"Al Hamriyah","PM2.5",27.5333333333333
"2009",2016-06-27,"Al Hamriyah","PM2.5",26.9791666666667
"2010",2016-06-28,"Al Hamriyah","PM2.5",27.6333333333333
"2011",2016-06-29,"Al Hamriyah","PM2.5",22.1583333333333
"2012",2016-06-30,"Al Hamriyah","PM2.5",25.1041666666667
"2013",2016-07-01,"Al Hamriyah","PM2.5",24.25
"2014",2016-07-02,"Al Hamriyah","PM2.5",24.1583333333333
"2015",2016-07-03,"Al Hamriyah","PM2.5",25.7291666666667
"2016",2016-07-04,"Al Hamriyah","PM2.5",20.6166666666667
"2017",2016-07-05,"Al Hamriyah","PM2.5",30.6791666666667
"2018",2016-07-06,"Al Hamriyah","PM2.5",30.4416666666667
"2019",2016-07-07,"Al Hamriyah","PM2.5",28.675
"2020",2016-07-08,"Al Hamriyah","PM2.5",26.975
"2021",2016-07-09,"Al Hamriyah","PM2.5",35.0214285714286
"2022",2016-07-10,"Al Hamriyah","PM2.5",NA
"2023",2016-07-11,"Al Hamriyah","PM2.5",NA
"2024",2016-07-12,"Al Hamriyah","PM2.5",NA
"2025",2016-07-13,"Al Hamriyah","PM2.5",NA
"2026",2016-07-14,"Al Hamriyah","PM2.5",NA
"2027",2016-07-15,"Al Hamriyah","PM2.5",NA
"2028",2016-07-16,"Al Hamriyah","PM2.5",NA
"2029",2016-07-17,"Al Hamriyah","PM2.5",NA
"2030",2016-07-18,"Al Hamriyah","PM2.5",NA
"2031",2016-07-19,"Al Hamriyah","PM2.5",NA
"2032",2016-07-20,"Al Hamriyah","PM2.5",NA
"2033",2016-07-21,"Al Hamriyah","PM2.5",NA
"2034",2016-07-22,"Al Hamriyah","PM2.5",NA
"2035",2016-07-23,"Al Hamriyah","PM2.5",NA
"2036",2016-07-24,"Al Hamriyah","PM2.5",NA
"2037",2016-07-25,"Al Hamriyah","PM2.5",25.48
"2038",2016-07-26,"Al Hamriyah","PM2.5",20.2
"2039",2016-07-27,"Al Hamriyah","PM2.5",16.8304347826087
"2040",2016-07-28,"Al Hamriyah","PM2.5",13.2666666666667
"2041",2016-07-29,"Al Hamriyah","PM2.5",11.9416666666667
"2042",2016-07-30,"Al Hamriyah","PM2.5",12.4333333333333
"2043",2016-07-31,"Al Hamriyah","PM2.5",13.1608695652174
"2044",2016-08-01,"Al Hamriyah","PM2.5",18.5913043478261
"2045",2016-08-02,"Al Hamriyah","PM2.5",23.0416666666667
"2046",2016-08-03,"Al Hamriyah","PM2.5",22.6625
"2047",2016-08-04,"Al Hamriyah","PM2.5",22.275
"2048",2016-08-05,"Al Hamriyah","PM2.5",21.8041666666667
"2049",2016-08-06,"Al Hamriyah","PM2.5",22.3958333333333
"2050",2016-08-07,"Al Hamriyah","PM2.5",22.6041666666667
"2051",2016-08-08,"Al Hamriyah","PM2.5",22.4791666666667
"2052",2016-08-09,"Al Hamriyah","PM2.5",21.775
"2053",2016-08-10,"Al Hamriyah","PM2.5",23.0041666666667
"2054",2016-08-11,"Al Hamriyah","PM2.5",21.8208333333333
"2055",2016-08-12,"Al Hamriyah","PM2.5",21.4
"2056",2016-08-13,"Al Hamriyah","PM2.5",22.0875
"2057",2016-08-14,"Al Hamriyah","PM2.5",21.8608695652174
"2058",2016-08-15,"Al Hamriyah","PM2.5",21.9666666666667
"2059",2016-08-16,"Al Hamriyah","PM2.5",22.0833333333333
"2060",2016-08-17,"Al Hamriyah","PM2.5",22.0695652173913
"2061",2016-08-18,"Al Hamriyah","PM2.5",22.5333333333333
"2062",2016-08-19,"Al Hamriyah","PM2.5",21.6916666666667
"2063",2016-08-20,"Al Hamriyah","PM2.5",21.6
"2064",2016-08-21,"Al Hamriyah","PM2.5",22.3869565217391
"2065",2016-08-22,"Al Hamriyah","PM2.5",23.6625
"2066",2016-08-23,"Al Hamriyah","PM2.5",23.0541666666667
"2067",2016-08-24,"Al Hamriyah","PM2.5",23.0958333333333
"2068",2016-08-25,"Al Hamriyah","PM2.5",21.915
"2069",2016-08-26,"Al Hamriyah","PM2.5",21.6833333333333
"2070",2016-08-27,"Al Hamriyah","PM2.5",22
"2071",2016-08-28,"Al Hamriyah","PM2.5",21.9304347826087
"2072",2016-08-29,"Al Hamriyah","PM2.5",21.9826086956522
"2073",2016-08-30,"Al Hamriyah","PM2.5",21.5291666666667
"2074",2016-08-31,"Al Hamriyah","PM2.5",21.7791666666667
"2075",2016-09-01,"Al Hamriyah","PM2.5",21.7458333333333
"2076",2016-09-02,"Al Hamriyah","PM2.5",21.9541666666667
"2077",2016-09-03,"Al Hamriyah","PM2.5",21.7708333333333
"2078",2016-09-04,"Al Hamriyah","PM2.5",21.25
"2079",2016-09-05,"Al Hamriyah","PM2.5",21.3521739130435
"2080",2016-09-06,"Al Hamriyah","PM2.5",21.8291666666667
"2081",2016-09-07,"Al Hamriyah","PM2.5",22.5727272727273
"2082",2016-09-08,"Al Hamriyah","PM2.5",22.5782608695652
"2083",2016-09-09,"Al Hamriyah","PM2.5",21.5458333333333
"2084",2016-09-10,"Al Hamriyah","PM2.5",22
"2085",2016-09-11,"Al Hamriyah","PM2.5",21.7666666666667
"2086",2016-09-12,"Al Hamriyah","PM2.5",21.8833333333333
"2087",2016-09-13,"Al Hamriyah","PM2.5",21.7541666666667
"2088",2016-09-14,"Al Hamriyah","PM2.5",22.7833333333333
"2089",2016-09-15,"Al Hamriyah","PM2.5",22.2260869565217
"2090",2016-09-16,"Al Hamriyah","PM2.5",21.3708333333333
"2091",2016-09-17,"Al Hamriyah","PM2.5",22.8875
"2092",2016-09-18,"Al Hamriyah","PM2.5",22.1217391304348
"2093",2016-09-19,"Al Hamriyah","PM2.5",22.4375
"2094",2016-09-20,"Al Hamriyah","PM2.5",22.1478260869565
"2095",2016-09-21,"Al Hamriyah","PM2.5",21.7526315789474
"2096",2016-09-22,"Al Hamriyah","PM2.5",21.4217391304348
"2097",2016-09-23,"Al Hamriyah","PM2.5",22.0083333333333
"2098",2016-09-24,"Al Hamriyah","PM2.5",22.3291666666667
"2099",2016-09-25,"Al Hamriyah","PM2.5",22.5958333333333
"2100",2016-09-26,"Al Hamriyah","PM2.5",24.6318181818182
"2101",2016-09-27,"Al Hamriyah","PM2.5",21.725
"2102",2016-09-28,"Al Hamriyah","PM2.5",22.5818181818182
"2103",2016-09-29,"Al Hamriyah","PM2.5",21.6375
"2104",2016-09-30,"Al Hamriyah","PM2.5",21.2791666666667
"2105",2016-10-01,"Al Hamriyah","PM2.5",21.6916666666667
"2106",2016-10-02,"Al Hamriyah","PM2.5",21.4958333333333
"2107",2016-10-03,"Al Hamriyah","PM2.5",21.0421052631579
"2108",2016-10-04,"Al Hamriyah","PM2.5",21.1086956521739
"2109",2016-10-05,"Al Hamriyah","PM2.5",29.0791666666667
"2110",2016-10-06,"Al Hamriyah","PM2.5",27.55
"2111",2016-10-07,"Al Hamriyah","PM2.5",27.3041666666667
"2112",2016-10-08,"Al Hamriyah","PM2.5",27.8875
"2113",2016-10-09,"Al Hamriyah","PM2.5",32.3695652173913
"2114",2016-10-10,"Al Hamriyah","PM2.5",35.0916666666667
"2115",2016-10-11,"Al Hamriyah","PM2.5",30.7181818181818
"2116",2016-10-12,"Al Hamriyah","PM2.5",43.6708333333333
"2117",2016-10-13,"Al Hamriyah","PM2.5",38.3333333333333
"2118",2016-10-14,"Al Hamriyah","PM2.5",36.125
"2119",2016-10-15,"Al Hamriyah","PM2.5",32.05
"2120",2016-10-16,"Al Hamriyah","PM2.5",32.6833333333333
"2121",2016-10-17,"Al Hamriyah","PM2.5",35.0958333333333
"2122",2016-10-18,"Al Hamriyah","PM2.5",32.75
"2123",2016-10-19,"Al Hamriyah","PM2.5",33.5416666666667
"2124",2016-10-20,"Al Hamriyah","PM2.5",36.2315789473684
"2125",2016-10-21,"Al Hamriyah","PM2.5",40.0458333333333
"2126",2016-10-22,"Al Hamriyah","PM2.5",49.3625
"2127",2016-10-23,"Al Hamriyah","PM2.5",50.9458333333333
"2128",2016-10-24,"Al Hamriyah","PM2.5",45.5125
"2129",2016-10-25,"Al Hamriyah","PM2.5",46.975
"2130",2016-10-26,"Al Hamriyah","PM2.5",30.8
"2131",2016-10-27,"Al Hamriyah","PM2.5",36.3227272727273
"2132",2016-10-28,"Al Hamriyah","PM2.5",34.2708333333333
"2133",2016-10-29,"Al Hamriyah","PM2.5",36.75
"2134",2016-10-30,"Al Hamriyah","PM2.5",33.6708333333333
"2135",2016-10-31,"Al Hamriyah","PM2.5",38.9583333333333
"2136",2016-11-01,"Al Hamriyah","PM2.5",27.9695652173913
"2137",2016-11-02,"Al Hamriyah","PM2.5",28.3260869565217
"2138",2016-11-03,"Al Hamriyah","PM2.5",37.5521739130435
"2139",2016-11-04,"Al Hamriyah","PM2.5",42.075
"2140",2016-11-05,"Al Hamriyah","PM2.5",47.0666666666667
"2141",2016-11-06,"Al Hamriyah","PM2.5",50.2125
"2142",2016-11-07,"Al Hamriyah","PM2.5",46.4739130434783
"2143",2016-11-08,"Al Hamriyah","PM2.5",29.275
"2144",2016-11-09,"Al Hamriyah","PM2.5",23.8608695652174
"2145",2016-11-10,"Al Hamriyah","PM2.5",28.8652173913043
"2146",2016-11-11,"Al Hamriyah","PM2.5",38.7208333333333
"2147",2016-11-12,"Al Hamriyah","PM2.5",21.1541666666667
"2148",2016-11-13,"Al Hamriyah","PM2.5",34.0833333333333
"2149",2016-11-14,"Al Hamriyah","PM2.5",31.1625
"2150",2016-11-15,"Al Hamriyah","PM2.5",35.0652173913043
"2151",2016-11-16,"Al Hamriyah","PM2.5",42.8130434782609
"2152",2016-11-17,"Al Hamriyah","PM2.5",35.5571428571429
"2153",2016-11-18,"Al Hamriyah","PM2.5",26.6666666666667
"2154",2016-11-19,"Al Hamriyah","PM2.5",37.1
"2155",2016-11-20,"Al Hamriyah","PM2.5",33.8916666666667
"2156",2016-11-21,"Al Hamriyah","PM2.5",47.7869565217391
"2157",2016-11-22,"Al Hamriyah","PM2.5",47.5708333333333
"2158",2016-11-23,"Al Hamriyah","PM2.5",40.1739130434783
"2159",2016-11-24,"Al Hamriyah","PM2.5",42.6791666666667
"2160",2016-11-25,"Al Hamriyah","PM2.5",35.7291666666667
"2161",2016-11-26,"Al Hamriyah","PM2.5",22.7458333333333
"2162",2016-11-27,"Al Hamriyah","PM2.5",28.3291666666667
"2163",2016-11-28,"Al Hamriyah","PM2.5",26.9041666666667
"2164",2016-11-29,"Al Hamriyah","PM2.5",27.3708333333333
"2165",2016-11-30,"Al Hamriyah","PM2.5",22.5375
"2166",2016-12-01,"Al Hamriyah","PM2.5",31.0391304347826
"2167",2016-12-02,"Al Hamriyah","PM2.5",32.7541666666667
"2168",2016-12-03,"Al Hamriyah","PM2.5",46.4416666666667
"2169",2016-12-04,"Al Hamriyah","PM2.5",49.3041666666667
"2170",2016-12-05,"Al Hamriyah","PM2.5",63.3791666666667
"2171",2016-12-06,"Al Hamriyah","PM2.5",46.6458333333333
"2172",2016-12-07,"Al Hamriyah","PM2.5",47.7708333333333
"2173",2016-12-08,"Al Hamriyah","PM2.5",36.125
"2174",2016-12-09,"Al Hamriyah","PM2.5",28.0666666666667
"2175",2016-12-10,"Al Hamriyah","PM2.5",16.6833333333333
"2176",2016-12-11,"Al Hamriyah","PM2.5",11.4416666666667
"2177",2016-12-12,"Al Hamriyah","PM2.5",13.0041666666667
"2178",2016-12-13,"Al Hamriyah","PM2.5",21.8583333333333
"2179",2016-12-14,"Al Hamriyah","PM2.5",29.9458333333333
"2180",2016-12-15,"Al Hamriyah","PM2.5",33.2291666666667
"2181",2016-12-16,"Al Hamriyah","PM2.5",36.3291666666667
"2182",2016-12-17,"Al Hamriyah","PM2.5",17.6208333333333
"2183",2016-12-18,"Al Hamriyah","PM2.5",21.2458333333333
"2184",2016-12-19,"Al Hamriyah","PM2.5",38.2625
"2185",2016-12-20,"Al Hamriyah","PM2.5",26.1291666666667
"2186",2016-12-21,"Al Hamriyah","PM2.5",51.1458333333333
"2187",2016-12-22,"Al Hamriyah","PM2.5",57.3260869565217
"2188",2016-12-23,"Al Hamriyah","PM2.5",56.9166666666667
"2189",2016-12-24,"Al Hamriyah","PM2.5",33.1041666666667
"2190",2016-12-25,"Al Hamriyah","PM2.5",32.675
"2191",2016-12-26,"Al Hamriyah","PM2.5",38.8875
"2192",2016-12-27,"Al Hamriyah","PM2.5",45.575
"2193",2016-12-28,"Al Hamriyah","PM2.5",39.5416666666667
"2194",2016-12-29,"Al Hamriyah","PM2.5",46.775
"2195",2016-12-30,"Al Hamriyah","PM2.5",41.4791666666667
"2196",2016-12-31,"Al Hamriyah","PM2.5",35.3333333333333
